Loan_ID,Customer_ID,Loan_Amount,Loan_Type,Interest_Rate,Loan_Term,Loan_Status,Debt_to_Income_Ratio
LOAN000465,CUST04270,615923,EDUCATION LOAN,9.99,120,Paid Off,0.0
LOAN005560,CUST00843,726263,EDUCATION LOAN,9.53,24,active,0.0
LOAN003806,CUST00587,Unknown,Personal Loan,13.65,240,paid,0.0
LOAN008494,CUST00134,605839,EDUCATION LOAN,11.39,84,Bad Debt,0.99
LOAN007053,CUST00709,1451855,Business Loan,11.66,36,active,0.0
LOAN001480,CUST01901,374581,Personal,12.61,120,paid,0.0
LOAN006598,CUST04827,3284173,home loan,9.43,120,Fully Paid,0.0
LOAN007920,CUST03677,"709,869",education loan,Unknown,24,CLOSED,0.0
LOAN010652,CUST04628,4547128,HOME LOAN,9.75,84,active,0.01
LOAN003062,CUST05328,232396,Vehicle Loan,10.64,84,default,0.0
LOAN006392,CUST04827,214611,Personal,13.87,24,ACTIVE,0.0
LOAN002341,CUST00709,N/A,Home Loan,8.53,120,paid,0.0
LOAN000399,CUST04084,1596172,Business Loan,14.16,#N/A,Active,0.0
LOAN001942,CUST04302,373567,PERSONAL LOAN,13.07,180,Current,0.17
LOAN002449,CUST00587,191828,Personal Loan,13.44,84,Current,0.0
LOAN002159,CUST01045,"₹370,828",CAR LOAN,10.62,240,Paid,0.37
LOAN007957,CUST03409,579295,SME Loan,12.67,Unknown,paid,0.99
LOAN004514,CUST01901,1079695,Car Loan,10.21,12,Unknown,#N/A
LOAN003893,CUST01140,2975017,home loan,7.87,48,ONGOING,2.5
LOAN007966,CUST03422,N/A,#N/A,9.78,48,Default,0.99
LOAN011869,CUST05707,,HOME LOAN,9.88,60,ACTIVE,0.01
LOAN002652,CUST03280,901931,CAR LOAN,-5,240,paid,0.0
LOAN008586,CUST02933,223446,Personal,13.32,84,active,0.0
LOAN004237,CUST05436,208840,PERSONAL LOAN,13.27,240,active,0.0
LOAN005527,CUST01297,4172595,#N/A,7.89,12,DEFAULT,0.99
LOAN008216,CUST03571,340143,PL,14.55,180,active,0.0
LOAN001958,CUST04294,1123994,Auto Loan,10.22,84,Charged Off,0.99
LOAN007722,CUST01868,4684263,HOME LOAN,10.73,120,DEFAULT,0.99
LOAN007549,CUST05436,379815,Auto Loan,9.69,24,Paid Off,0.0
LOAN005701,CUST00843,104770,education loan,10.02,12,Ongoing,0.0
LOAN003966,CUST04084,2455034,BUSINESS LOAN,12.89,84,Closed,0.0
LOAN010813,CUST00247,754471,Edu Loan,9.63,48,CHARGED OFF,0.0
LOAN000931,CUST03910,3615083,HOME LOAN,7.47,60,PAID,0.99
LOAN007315,CUST03562,985340,Auto Loan,10.75,60, ,0.0
LOAN001380,CUST05823,155325,personal loan, ,84,Fully Paid,nan
LOAN004907,CUST01281,#N/A,CAR LOAN,10.28,60,Closed,0.0
LOAN010053,CUST05069,1400471,SME Loan,10.83,180,PAID,0.0
LOAN002809,CUST03677,1225928,Auto Loan,9.7,60,ONGOING,0.0
LOAN003036,CUST04628,755524,Education Loan,10.19,36,Ongoing,0.0
LOAN003359,CUST05436,566738,BUSINESS LOAN,11.34,12,paid,0.01
LOAN005826,CUST04092,486226,PERSONAL LOAN,12.22,240,ongoing,0.22
LOAN003028,CUST00843,0,PL,13.15,-12,Ongoing,0.0
LOAN001819,CUST03189,849655,HOME LOAN,8.47,48,Current,0.0
LOAN008120,CUST05069,-1000,home loan, ,60,Paid,0.0
LOAN003248,CUST01500,"2,256,008",HOME LOAN,7.38,60,Active,0.0
LOAN010883,CUST03824,617308,Vehicle Loan,10.95,240,ongoing,0.0
LOAN007782,CUST00015,1315094,Biz Loan,20.39,12,Closed,0.01
LOAN006654,CUST00587,727193,EDUCATION LOAN,10.12,24,Open,0.0
LOAN002460,CUST05735,1641689,Biz Loan,11.76,120,PAID,99
LOAN006015,CUST03839,378209,personal loan,12.19,48,ongoing,0.0
LOAN009684,CUST01025,222822,education loan,8.94,12,Paid Off,0.0
LOAN001127,CUST00090,"₹189,664",PL,13.79,84,Paid,0.0
LOAN004434,CUST01500,"203,461",Personal,13.11,120,ONGOING,0.0
LOAN007585,CUST01901,1375607,home loan,8.71,60,Paid Off,0.0
LOAN008725,CUST01901,855595,business loan,12.4,120,ongoing,0.0
LOAN010289,CUST00587,410311,CAR LOAN,9.89,24,ONGOING,0.0
LOAN006525,CUST01500,111375,personal loan,11.64,180,Ongoing,0.0
LOAN004369,CUST02950,334603,PL,13.84,240,Active,0.0
LOAN007969,CUST05707,1162328,home loan,9.4,120,CLOSED,0.0
LOAN001623,CUST02950,1384651,Car Loan,9.58,84,active,0.0
LOAN011643,CUST00587,654435,nan,10.85,-12,ONGOING,0.0
LOAN000629,CUST04827,2947002,home loan,7.88,24,ONGOING,0.01
LOAN003956,CUST05069,1152398,business loan,11.94,120,CLOSED,0.0
LOAN001858,CUST02950,301414,Personal,12.65,NULL,Active,0.0
LOAN003423,CUST00672,3342498,home loan,9.49,48,Default,0.99
LOAN006175,CUST04084,684372,education loan,11.64,60,DEFAULT,-0.5
LOAN009284,CUST03839,"340,116",Biz Loan,11.95,24,ongoing,0.0
LOAN011680,CUST03824,"₹2,032,374",SME Loan,13.42,12,Closed,0.02
LOAN003072,CUST02401,254355,PL,12.75,60,Current,0.61
LOAN000599,CUST02173,NULL,EDUCATION LOAN,9.89,24,Active,0.0
LOAN003948,CUST03562,389038,Car Loan,10.74,24,Active,0.0
LOAN000224,CUST00587,908309,home loan,9.92,180,Paid,0.0
LOAN009631,CUST00587,1415396,Mortgage,10.26,24,ONGOING,0.01
LOAN006475,CUST05328,326820,Vehicle Loan,10.98,120,ONGOING,#N/A
LOAN003318,CUST03677,441938,Auto Loan,10.24,60,Ongoing,0.0
LOAN000247,CUST00709,146661,Personal,14.19,24,ONGOING,0.0
LOAN008352,CUST05257,720815,Student Loan,10.02,48,default,0.99
LOAN008749,CUST00843,4346587,HOME LOAN,8.37,120,Closed,0.0
LOAN009785,CUST05347,1711899,business loan,13.31,180,ongoing,0.0
LOAN011882,CUST03824,4437030,HOME LOAN,9.49,84,ongoing,0.01
LOAN010811,CUST03824, ,PERSONAL LOAN,13.9,48,Paid,0.0
LOAN006536,CUST05347,"₹88,815",Personal Loan,14.21,120,Closed,0.0
LOAN000600,CUST05069,984848,CAR LOAN,9.28, ,paid,0.0
LOAN004083,CUST02663,314584,personal loan,11.53,36,CLOSED,0.78
LOAN007699,CUST04084,303221,Education Loan,10.13,120,active,0.0
LOAN006442,CUST05823,467987,PERSONAL LOAN,13.95,,Paid,0.0
LOAN004307,CUST03189,4325185,Home Loan,7.28,NULL,Ongoing,0.01
LOAN009413,CUST01025,4911021,Home Loan,8.92,12,Active,0.05
LOAN005712,CUST05436,"348,397",Car Loan,10.26,24,NULL,0.0
LOAN002787,CUST05069,1937143,Biz Loan,11.04,180,CLOSED,0.0
LOAN005328,CUST02173,280186,Personal Loan,13.23,240,Paid,0.0
LOAN005266,CUST05707,1221914,Mortgage,9.82,60,ONGOING,0.0
LOAN010436,CUST03677,2136139,HOME LOAN,8.9,84,Current,0.0
LOAN000833,CUST04827,nan,Mortgage,9.8,60,active,0.0
LOAN004084,CUST03222,267645,Vehicle Loan,N/A,36,PAID,0.0
LOAN010808,CUST01901,384555,business loan,12.1,36,Closed,0.0
LOAN006820,CUST03839,275575,Personal,13.94,24,Active,N/A
LOAN008896,CUST02933,794963,EDUCATION LOAN,nan,60,ACTIVE,0.0
LOAN005006,CUST00587,330169,Auto Loan,11.48,120,Open,0.0
LOAN007868,CUST00552,236401,PERSONAL LOAN,13.62,84,CLOSED,0.0
LOAN003699,CUST04966,2128826,Housing Loan,9.65,36,Bad Debt, 
LOAN003463,CUST02933,140564,PL,12.99,NULL,Paid Off,0.0
LOAN009189,CUST04084,2388807,business loan,12.87,48,default,0.01
LOAN009527,CUST03562,"201,031",Personal,14.51,36,ACTIVE,0.0
LOAN002186,CUST04599,1435413,CAR LOAN,9.76,36,ongoing,0.0
LOAN001776,CUST00552,1239424,CAR LOAN,10.76,84,Ongoing,NULL
LOAN001258,CUST03280,367324,Personal Loan,nan,48, ,0.0
LOAN001213,CUST00709,424948,personal loan,12.97,240,paid,0.0
LOAN008332,CUST01500,209442,Personal Loan,11.64,48,Paid Off,0.0
LOAN006084,CUST02643,1718316,HOME LOAN,8.47,12,#N/A,0.02
LOAN010893,CUST01140,941882,Housing Loan,8.32,24,Closed,99
LOAN011223,CUST02643,2577846,Home Loan,7.83,36,Current, 
LOAN011573,CUST03839,114611,PL,0,48,ACTIVE,0.0
LOAN003704,CUST00552,2225064,BUSINESS LOAN,12.38,120,ongoing,0.0
LOAN006323,CUST02933,164585,personal loan,13.86,120,active,0.0
LOAN003888,CUST04270,179751,education loan,9.34,120,Bad Debt,0.0
LOAN008183,CUST00381,NULL,Edu Loan,75,240,paid,0.2
LOAN009319,CUST00843,1193204,SME Loan,10.62,48,active,0.0
LOAN001970,CUST01281,371255,CAR LOAN,9.9,84,Ongoing,0.0
LOAN008986,CUST00090,716280,EDUCATION LOAN,9.37,120,ACTIVE,0.0
LOAN005074,CUST01475,2013391,SME Loan,13.42,24,default,0.99
LOAN007818,CUST03280,427313,car loan,11.48,120,paid,0.0
LOAN009663,CUST00709,3377940,HOME LOAN,8.94,24,Active,0.02
LOAN008820,CUST00843,206577,Personal,11.9,120,Paid Off,0.0
LOAN004279,CUST03903,768911,#N/A,9.94,12,CLOSED,0.99
LOAN001745,CUST01795,111606,PL,14.32,12,Fully Paid,0.92
LOAN005238,CUST04628,Unknown,business loan,11.77,180,Open,0.0
LOAN010554,CUST01901,162955,Personal,12.5,24,ACTIVE,0.0
LOAN011353,CUST03280,1473404,car loan,11.19,48,ongoing,0.0
LOAN002173,CUST03562,2510070,nan,14.28,36,CLOSED,0.01
LOAN011892,CUST03824,411138,personal loan,15.05,180,PAID,0.0
LOAN001682,CUST03222,284097,PL,14.58,180,Active,0.0
LOAN003450,CUST03371,442971,Personal Loan,14.74,48,Bad Debt,0.78
LOAN007935,CUST05707,"111,673",personal loan,14.39,60,Active,0.0
LOAN001988,CUST03280,309451,SME Loan,12.46,24,ACTIVE,0.0
LOAN011325,CUST04827,392121,Edu Loan,9.73,180,CLOSED,0.0
LOAN004874,CUST04084,486747,PERSONAL LOAN,15.12,24,Current,0.0
LOAN008603,CUST04270,259969,education loan,9.55,60,active,0.0
LOAN009968,CUST05706,141419,nan,13.64,36,Charged Off,nan
LOAN010868,CUST03839,378702,Personal,13.95,60,ACTIVE,N/A
LOAN004651,CUST01281,3880892,Housing Loan,8.37,180,Closed,0.0
LOAN006751,CUST03189,153992,Personal Loan,12.5,120,active,0.0
LOAN010912,NULL,72885,Personal Loan,14.54,120,Active,0.0
LOAN009999,CUST01281,1244478,business loan,13.31,60,Paid,0.0
LOAN007097,CUST00247,334363,Personal,13.56,120,Open,0.0
LOAN007299,CUST04827,1106831,Housing Loan,9.03,84,paid,0.0
LOAN005032,CUST04599,"333,946",Education Loan,7.85,36,Paid Off,0.0
LOAN010809,CUST03677,nan,personal loan,12.2,60,Active,0.0
LOAN010818,CUST00709,718761,Education Loan,9.67,12,ongoing,0.01
LOAN002331,CUST05120,241001,EDUCATION LOAN,9.17,180,ACTIVE,0.32
LOAN006552,CUST04600,"436,379",Biz Loan,11.31,180,Closed,0.2
LOAN008541,CUST04599,2570289,Biz Loan,11.23,24,ONGOING,0.01
LOAN007616,CUST02950,352730,personal loan,13.08,48,Paid Off,0.0
LOAN006295,CUST04628,465795,EDUCATION LOAN,9.9,120,ONGOING,nan
LOAN003110,CUST03851,2724755,HOME LOAN,9.8,24,CLOSED,0.99
LOAN008215,CUST03677,307865,Personal Loan,13.33,120,Ongoing,0.0
LOAN008423,CUST05069,448707,Personal Loan,N/A,48,Closed,#N/A
LOAN002026,CUST02643,654793,Auto Loan,10.55,48,paid,0.0
LOAN010124,CUST00090,"₹695,472",Edu Loan,10.83,180,Paid,0.0
LOAN008028,CUST00015,1460719,Vehicle Loan,17.16,#N/A,Closed,0.0
LOAN008499,CUST00587,1678207,Home Loan,9.77,12,CLOSED,0.02
LOAN009163,CUST01500,334646,personal loan,12.26,180,Closed,0.0
LOAN009576,CUST02173,1223276,HOME LOAN,8.83,120,Current,0.0
LOAN008487,CUST01901,197147,Personal,11.87,84,Open,0.0
LOAN009766,CUST03824,999999999,Vehicle Loan,10.62,24, ,0.01
LOAN006019,CUST03189,2908722,Mortgage,8.09,48,Open,0.01
LOAN009781,CUST01281,798793,Education Loan,9.58,48,ONGOING,0.0
LOAN008191,CUST03280,"2,530,839",Mortgage,9.34,240,CLOSED,0.0
LOAN002532,CUST00015,498592,Personal Loan,20.25,120,CHARGED OFF,0.0
LOAN001889,CUST01281,470182,Car Loan,10.18,12,CLOSED, 
LOAN001508,CUST04599,207529,PERSONAL LOAN,11.32,12,CLOSED,0.0
LOAN009282,CUST02950,208606,Personal Loan,12.51,84,active,0.0
LOAN000384,CUST00709,"₹508,539",SME Loan,12.55,48,active,0.0
LOAN011425,CUST00516,842281,CAR LOAN,10.76,24,Default,0.99
LOAN005307,CUST04135,455575,PL, ,240,Paid Off,0.2
LOAN002158,CUST02643,484054,PERSONAL LOAN,12.61,36,ongoing,0.0
LOAN004996,Unknown,179063,Personal,13.01,240,Unknown,0.0
LOAN011618,CUST00587,192405,PERSONAL LOAN,13.75,84,ONGOING,0.0
LOAN000173,CUST00090,387349,Personal,13.51, ,Open,0.0
LOAN002116,CUST05069,304222,PERSONAL LOAN,12.03,12,Default,0.0
LOAN003633,CUST04628,1249540,CAR LOAN,10.15,36,active,0.0
LOAN004029,CUST05436,4325990,HOME LOAN,8.0,36,CLOSED,0.01
LOAN011010,CUST01281,155687,PL,14.0,36,Ongoing,0.0
LOAN007295,CUST05436,4599223,Home Loan,7.13,48,NULL,0.01
LOAN010292,CUST00587,438321,Personal,12.9,84,Paid Off,0.0
LOAN004617,CUST00247,"₹260,477",Edu Loan,10.93,84,ACTIVE,0.0
LOAN002290,CUST05436,1295061,N/A,7.36,84,Fully Paid,0.0
LOAN009881,CUST01281,"488,091",PERSONAL LOAN,13.17,24,Ongoing,0.0
LOAN000678,CUST01025,213418,Biz Loan,12.98,84,Current,0.0
LOAN007313,CUST01500,451200,PERSONAL LOAN,11.49,84,nan,0.0
LOAN009122,CUST04779,1779876,Biz Loan,13.02,180,Closed,0.43
LOAN010391,CUST03562,2570149,Home Loan,10.82,240,Ongoing,0.0
LOAN000281,CUST04827,3753709,Mortgage,9.58,120,Paid Off,nan
LOAN007882,CUST05069,104367,Student Loan,,120,ongoing,0.0
LOAN001419,CUST01901,109405,Personal Loan,13.05,-12,Open,0.0
LOAN002215,CUST05707,2146028,Home Loan,9.23,180,ONGOING,0.0
LOAN005202,CUST00843,4298864,Mortgage,7.78,48,ACTIVE,0.01
LOAN002637,CUST03280,387004,Personal,13.38,24, ,0.0
LOAN000307,CUST04599,nan,Student Loan,8.16,48,ACTIVE,0.0
LOAN008897,CUST01500,,Vehicle Loan,10.04,240,Current,0.0
LOAN009717,NULL,,PL,15.01,Unknown,Active,0.0
LOAN007485,CUST01140,1221795,CAR LOAN,9.07,48,Fully Paid,0.0
LOAN005381,CUST02319,1269784,Car Loan,10.89,120,PAID,0.99
LOAN002282,CUST00547,2137330,Home Loan,6.9,84,Bad Debt,0.99
LOAN010815,CUST03562,2443403,Housing Loan,10.74,60,Paid,0.0
LOAN002119,CUST04270,1405764,SME Loan,11.71,84,Current,0.0
LOAN004935,CUST01500,870439,Biz Loan,11.09,120,ongoing,0.0
LOAN005142,CUST05069,1958988,Mortgage,7.35,84,Active,0.0
LOAN010668,CUST04270,300226,Personal Loan,14.07,48,Open,0.0
LOAN009425,CUST00713,3373989,Mortgage,9.47,24,CHARGED OFF,0.99
LOAN006571,CUST01768,2984857,home loan,9.59,180,Fully Paid,0.99
LOAN009388,CUST03839, ,PL,13.43,24,Paid Off,0.0
LOAN004382,CUST01901,773314,CAR LOAN,9.56,12,Closed,0.01
LOAN006134,CUST00552,"₹422,939",Personal,13.22,240,PAID,0.0
LOAN003041,CUST05176,61584,personal loan,14.04,48,active,NULL
LOAN006016,CUST05221,246720,PERSONAL LOAN,14.3,36,Ongoing,
LOAN011576,CUST05314,94572,Personal,13.24,240,Open,0.04
LOAN006834,CUST00015,1172651,Mortgage,17.2,60,Charged Off,99
LOAN008511,CUST03677,996022,HOME LOAN,7.04,36,ongoing,0.0
LOAN000739,CUST05735,331642,Personal Loan,12.54,60,CHARGED OFF,0.0
LOAN003293,CUST04055,465494,EDUCATION LOAN,11.02,#N/A,Closed,0.99
LOAN010647,CUST01901,999999999,education loan,9.46,240,active,0.0
LOAN000971,CUST04599,3250661,Mortgage,6.98,240,Ongoing,0.0
LOAN000479,CUST00587,221613,Personal Loan,14.69,48,Open,0.0
LOAN002795,CUST03122,69564,PERSONAL LOAN,11.96,12,paid,0.79
LOAN005734,CUST02643,Unknown,Home Loan,9.0,84,Open,0.0
LOAN008071,CUST03571, ,Housing Loan,9.94,48,Current,0.01
LOAN011006,CUST05823,545799,business loan,14.02,60,Ongoing,0.0
LOAN010562,CUST04245,376852,personal loan,15.79,12,Charged Off,0.99
LOAN011352,CUST05347,449387,SME Loan,13.74,36,ONGOING,0.0
LOAN011453,CUST05436,261676,Personal Loan,12.41,180,Paid,0.0
LOAN007307,CUST03677,0,Housing Loan,,48,CHARGED OFF,0.01
LOAN000428,CUST03677,4880203,home loan,8.38,120,Ongoing,-0.5
LOAN009165,CUST05436,50872,Personal Loan,12.24,48,active,0.0
LOAN006408,CUST05882,642533,Car Loan,9.87,48,Paid Off,0.99
LOAN003789,CUST03189,1392887,HOME LOAN,7.93,24,Current,0.01
LOAN003093,CUST02643,339956,Car Loan,9.83,84,Paid Off,0.0
LOAN005733,CUST02173,397067,PL,13.8,48,Ongoing,0.0
LOAN001028,CUST01281,187092,Personal,13.32,60,ONGOING,nan
LOAN003606,CUST02950,451023,education loan,9.89,48,Ongoing,0.0
LOAN001820,CUST05436,213232,Education Loan,8.29,84,active,0.0
LOAN007095,CUST00247,569731,Education Loan,10.22,120,active,0.0
LOAN007975,CUST01500,55533,personal loan,12.88,240,PAID,0.0
LOAN010729,CUST02173,3848877,HOME LOAN,8.35,N/A,ongoing,0.01
LOAN002118,CUST00090,864084,CAR LOAN,10.63,36,PAID,0.0
LOAN003922,CUST00015,241567,Personal,20.5,240,Paid Off,0.0
LOAN009758,CUST02643,272166,N/A,9.84,84,Ongoing,0.0
LOAN004467, ,480128,Vehicle Loan,10.1,24,Open,0.0
LOAN009135,CUST00247,4572077,HOME LOAN,8.01,24,Current,0.02
LOAN011608,CUST02173,"1,404,168",Auto Loan,9.49,12,Fully Paid,0.01
LOAN008833,CUST02950,"₹221,565",Personal Loan,12.06,120,Ongoing,0.0
LOAN010915,CUST05823,518280,Biz Loan,13.51,36,ACTIVE,0.0
LOAN006177,CUST04084,468950,PL,14.72,240,Closed,0.0
LOAN005745,CUST03222,131522,Unknown,9.57,240,Fully Paid,0.0
LOAN006375,CUST05436,424197,Personal Loan,11.58,12,Current,0.0
LOAN010031,CUST04084,748437,Edu Loan,11.12,12,ongoing,0.01
LOAN006996,CUST05355,719889,Student Loan,0,180,DEFAULT,0.6
LOAN007788,CUST05735,"₹69,315",Personal,12.58,24,Closed,0.0
LOAN008337,CUST00843,767874,Biz Loan,10.86,120,N/A,0.0
LOAN004860,CUST05328,785700,education loan,11.04,36,Closed,0.0
LOAN006566,CUST05740,1913235,Biz Loan,12.16,36,Paid,0.99
LOAN007756,CUST05729,3893021,Mortgage,8.53,36,default,0.99
LOAN002003,CUST04628,Unknown,PERSONAL LOAN,13.46,48,Active,0.0
LOAN009871,CUST03824,91763,PL,14.75,36,Paid Off,0.0
LOAN009885,CUST03222,"₹170,923",Personal,14.35,36,Open,0.0
LOAN004293,CUST00552,"₹678,113",home loan,9.4,12,Open,0.01
LOAN002741,CUST00709,388310,personal loan,14.34, ,ongoing,0.0
LOAN009969,CUST05347,255289,Biz Loan,13.16,12,ACTIVE,0.0
LOAN010610,CUST05135,778669,SME Loan,12.44,84,Closed,0.39
LOAN007481,CUST05328,"2,903,005",Biz Loan,12.39,24,active,0.01
LOAN004507,CUST03280,4023593,Housing Loan,10.02,84,active,0.01
LOAN002488,CUST05436,491305,Car Loan,8.86,48,Closed,0.0
LOAN010515,CUST04270,3655668,Mortgage,9.18,60,paid,0.01
LOAN011755,CUST01140,488309,CAR LOAN,9.83,12,Current,0.0
LOAN002193,CUST00247,"364,715",Personal,13.19,180,PAID,0.0
LOAN000108,CUST04599,119519,PERSONAL LOAN,11.83,180,ongoing,0.0
LOAN001053,CUST03222,2806372,SME Loan,11.87,24,Current,
LOAN008771,CUST02643,805470,nan,9.56,48,Closed,0.0
LOAN001394,CUST00015,2603139,HOME LOAN,16.06,60,Fully Paid,0.01
LOAN011198,CUST05823,1390354,Housing Loan,10.14,12,Open,nan
LOAN009034,CUST04827,244931,Car Loan,9.54,48,PAID,0.0
LOAN008124,CUST05436,"584,787",Vehicle Loan,9.83,84,Current,0.0
LOAN002301,CUST02950,4526093,Home Loan,8.94,48,Active,0.01
LOAN009397,CUST05069,390587,Personal,11.22,48,paid,0.0
LOAN005805,CUST02643,248010,Personal Loan,13.02,60,paid,0.0
LOAN003737,CUST04047,241463,Personal Loan,13.47,60,Current,0.18
LOAN002779,CUST01025,4977927,Housing Loan,9.22,24,ONGOING,0.02
LOAN003595,CUST04827,969019,business loan,11.98,36,ONGOING,0.0
LOAN009116,CUST00090,2385364,Biz Loan,13.43,NULL,Paid,nan
LOAN008530,CUST02933,3203176,Housing Loan,9.01,24,Active,0.02
LOAN004752,CUST05333,2832863,Biz Loan,10.77,240,PAID,0.99
LOAN004379,CUST00843,1134766,Auto Loan,9.33,NULL,Paid,0.0
LOAN011616,CUST05735,"₹276,070",Personal,13.01,0,Current,-0.5
LOAN011786,CUST02643,192444,PL,13.91,240,Ongoing,0.0
LOAN002586,CUST03087,181105,Education Loan,11.66,120,Defaulted,0.41
LOAN009423,CUST00709,468914,personal loan,12.83,36,Current,0.0
LOAN010261,CUST01901,384467,Personal,13.39,N/A,Paid,0.0
LOAN005705,CUST03571,4482613,Housing Loan,8.31,24,PAID,0.02
LOAN010532,CUST05823,2165220,BUSINESS LOAN,12.83,36,Open,0.01
LOAN002373,CUST03280,746227,Vehicle Loan,10.7,36,Current,0.0
LOAN011340,CUST01500,1207863,HOME LOAN,7.64,120,CLOSED,0.0
LOAN000761,CUST00654,472982,Student Loan,10.28,12,Closed,0.99
LOAN010469,CUST03571,488581,PERSONAL LOAN,13.87,12,ONGOING,0.0
LOAN004772,CUST03839,482073,PL,13.12,48,Open,0.0
LOAN003752,CUST00015,498417,PL,21.17,120,CHARGED OFF,0.0
LOAN006373,CUST05707,1575457,Mortgage,10.06,180,ACTIVE,0.0
LOAN010064,CUST01140,481195,education loan,8.48,180,Current,0.0
LOAN009176,CUST02933,104052,EDUCATION LOAN,9.49,24,Paid Off,0.0
LOAN009402,CUST01025,nan,Business Loan,11.51,60,ONGOING,0.0
LOAN011390,CUST02643,NULL,Personal,13.62,60,Fully Paid,0.0
LOAN002713,CUST05735,338613,PERSONAL LOAN,-5,12,Defaulted,0.0
LOAN007874,CUST03839,349252,Edu Loan,Unknown,240,Paid Off,99
LOAN009327,CUST00247,3525601,nan,9.17,180,active,0.0
LOAN002614,CUST05707,326600,Vehicle Loan,10.76,120,CLOSED,0.0
LOAN008747,CUST02643,769550,Mortgage,9.16,12,paid,0.01
LOAN002157,,2443347,Mortgage,8.66,24,Active,0.01
LOAN010900,CUST00355,281206,EDUCATION LOAN,11.15,24,CHARGED OFF,0.99
LOAN005825,CUST00015,1248462,CAR LOAN,17.75,84,CHARGED OFF,0.0
LOAN004158,CUST00090,474518,education loan,9.33,48,ongoing,0.0
LOAN000045,CUST04097,"₹220,740",Education Loan,9.52,84,Charged Off,0.21
LOAN009828,CUST00247,3402445,home loan,9.8,nan,active,0.0
LOAN000976,CUST05328,417466,Car Loan,10.87,24,Open,0.0
LOAN000442,CUST02933,nan,SME Loan,12.01,24,Paid Off,0.01
LOAN001101,CUST03571,1541225,HOME LOAN,8.19,180,active,0.0
LOAN008239,CUST01025,287660,CAR LOAN,9.86,180,CLOSED,0.0
LOAN007251,CUST01901,3000000,Housing Loan,7.91,180,ONGOING,0.0
LOAN011197,CUST00709,"419,529",Personal,13.21,48,Paid,0.0
LOAN003719,CUST04827,2690496,Business Loan,11.58,240,nan,0.0
LOAN007382,NULL,"₹899,296",BUSINESS LOAN,12.16,24,Current,0.0
LOAN009105,CUST02933,1220929,home loan,7.65,48,CLOSED,0.0
LOAN002310,CUST04628,616022,Auto Loan,9.79,240,Current,0.0
LOAN010972,CUST04628,3395286,home loan,9.54,24,Active,0.02
LOAN006237,CUST02933,1215592,Business Loan,12.08,36,paid,0.0
LOAN002132,CUST02933,"₹1,713,917",N/A,8.49,24,Closed,0.01
LOAN007346,CUST00090,587606,Car Loan,NULL,240,Ongoing,0.0
LOAN003210,CUST02173,1877167,SME Loan,11.9,24,Fully Paid,0.01
LOAN001008,CUST02204,1076911,Business Loan,13.72,60,CHARGED OFF,0.99
LOAN005378,CUST05328,1186518,Car Loan,10.85,24,Paid Off,0.01
LOAN010812,CUST01025,203800,Personal,12.98,12,Ongoing,0.0
LOAN002757,CUST05069,"₹445,385",PL,11.55,120,CLOSED,0.0
LOAN005314,CUST04599,380374,PERSONAL LOAN,13.25,36,Open,0.0
LOAN010947,CUST03562,1024267,Biz Loan,13.29,84,Closed,0.0
LOAN008689,CUST04827,4610687,Home Loan,7.88,36,Current,0.02
LOAN007953,CUST00247,235104,PERSONAL LOAN,13.42,60,ACTIVE,0.0
LOAN004435,CUST04470,445151,education loan,10.07,120,Paid,0.33
LOAN006345,CUST02643,4361576,Housing Loan,8.84,36,PAID,0.01
LOAN010051,CUST03189,"560,423",Education Loan,9.14,180,CLOSED,0.0
LOAN005290,CUST03983,1962477,Biz Loan,nan,60,Closed,0.99
LOAN005157,CUST02582,1060525,Car Loan,11.01,60,DEFAULT,0.99
LOAN008273,CUST04827,1412741,Vehicle Loan,10.34,60,ongoing,0.0
LOAN003263,CUST03562,582949,Business Loan,13.75,120,Current,0.0
LOAN011482,CUST01157,1280606,Auto Loan,10.07,48,PAID,0.99
LOAN002403,CUST00552,281649,EDUCATION LOAN,9.94,36,active,0.0
LOAN009290,CUST04714,202789,personal loan,12.39,12,Open,0.99
LOAN008134,CUST02643,384237,Business Loan,11.53,84,Open,0.0
LOAN008380,CUST02173,172903,Edu Loan,9.64,180,CLOSED,0.0
LOAN005480,CUST02548,NULL,Business Loan,11.94,180,#N/A,0.99
LOAN005549,CUST03824,4818208,HOME LOAN,10.42,180,paid,0.0
LOAN010933,CUST05328,664132,Car Loan,11.09,240,Current,0.0
LOAN000862,CUST05004,1684240,SME Loan,13.05,48,Defaulted,0.99
LOAN008190,CUST00247,918405,Auto Loan,11.06,180,Closed,0.0
LOAN000782,CUST04084,4108742,home loan,10.75,12,CLOSED,nan
LOAN008311,,380011,Vehicle Loan,10.58,36,active,0.0
LOAN011332,CUST05735,608800,CAR LOAN,10.74,180,Paid Off,0.0
LOAN008935,CUST00090,1473472,Car Loan,10.56,12,Open,0.01
LOAN008363,CUST01281,4315757,HOME LOAN,8.61,24,Fully Paid,0.02
LOAN008117,CUST02950,2549811,Biz Loan,12.82,240,Open,0.0
LOAN008893,CUST00450,338235,Personal,12.27,84,ongoing,0.97
LOAN009929,CUST00587,905064,HOME LOAN,9.51,180,active,0.0
LOAN006648,CUST03677,3916778,Mortgage,7.46,60,ACTIVE,0.01
LOAN010896,CUST00552,1073745,Auto Loan,9.88,48,Current,0.0
